Numero troncon;Num Noeud Origine;Num Noeud Destination;Type BPR;LONG (km);CAPATI (veh/h);V0TI (km/h)
42788;1873081300;1877408839;3;0,204733;2000;70
42789;1873081543;1873081520;3;1,024916;2000;70
42790;1873081520;1873081543;3;1,024916;2000;70
42791;3716584373;1873081539;3;0,54539;2000;70
42792;1873081539;3716584373;3;0,54539;2000;70
42793;3716584373;1873081543;3;0,544926;2000;70
42794;1873081543;3716584373;3;0,544926;2000;70
42795;1888681078;1873081551;3;0,005094;2000;70
42796;1873081551;1888681078;3;0,005094;2000;70
42797;4415470038;1873081551;3;0,029516;2000;70
42798;1873081551;4415470038;3;0,029516;2000;70
42799;4415470038;1873081899;3;0,021891;2000;70
42800;1873081899;4415470038;3;0,021891;2000;70
42801;1877422641;1873081922;3;0,551013;2000;70
42802;1873081922;1877422641;3;0,551013;2000;70
42803;1888681078;1873081922;3;0,176855;2000;70
42804;1873081922;1888681078;3;0,176855;2000;70
42805;1877445125;1873118657;3;0,118263;2000;70
42806;1873118657;1877445125;3;0,118263;2000;70
42807;4415470016;1873118748;3;0,009045;2000;70
42808;1873118748;4415470016;3;0,009045;2000;70
42809;1957554659;1873209642;3;0,760212;2000;70
42810;1873209642;1957554659;3;0,760212;2000;70
42811;4734315974;1873209642;3;0,77447;2000;70
42812;1873209642;4734315974;3;0,77447;2000;70
42813;1873209661;1873209642;3;1,313158;2000;70
42814;1873209642;1873209661;3;1,313158;2000;70
42815;2813561060;1873209642;3;0,101969;2000;70
42816;1873209642;2813561060;3;0,101969;2000;70
42817;1873209750;1873209661;3;0,649892;2000;70
42818;1873209661;1873209750;3;0,649892;2000;70
42819;3505309412;1873209664;3;0,476474;2000;70
42820;1873209664;3505309412;3;0,476474;2000;70
42821;2775181529;1873209664;3;0,217702;2000;70
42822;1873209664;2775181529;3;0,217702;2000;70
42823;2105759511;1873209690;3;0,706003;3000;70
42824;1873209690;2105759511;3;0,706003;3000;70
42825;2105766036;1873209690;3;0,192633;3000;70
42826;1873209690;2105766036;3;0,192633;3000;70
42827;1873209995;1873209690;3;0,115488;2000;70
42828;1873209690;1873209995;3;0,115488;2000;70
42829;4734314591;1873209750;3;0,004135;2000;70
42830;1873209750;4734314591;3;0,004135;2000;70
42831;1873209759;2168348671;3;0,026704;2000;70
42832;2775181504;1873209759;3;0,04452;2000;70
42833;1873209759;2775181504;3;0,04452;2000;70
42834;1873209761;1873209759;3;0,013885;2000;70
42835;3505309414;1873209761;3;0,009719;2000;70
42836;9963644475;1873209833;3;0,122762;2000;70
42837;1873209833;9963644475;3;0,122762;2000;70
42838;2168348670;1873209835;3;0,006198;2000;70
42839;1873209835;2168348670;3;0,006198;2000;70
42840;1873209851;1873209835;3;0,278596;2000;70
42841;1873209835;1873209851;3;0,278596;2000;70
42842;3505309412;1873209851;3;0,292428;2000;70
42843;1873209851;3505309412;3;0,292428;2000;70
42844;1873209964;1873209962;3;0,00874;2000;70
42845;1873209962;1873209964;3;0,00874;2000;70
42846;2775181529;1873209962;3;0,3709;2000;70
42847;1873209962;2775181529;3;0,3709;2000;70
42848;2775181534;1873209964;3;0,177467;2000;70
42849;1873209964;2775181534;3;0,177467;2000;70
42850;1873209995;1873209979;3;0,543086;2000;70
42851;1873209979;1873209995;3;0,543086;2000;70
42852;4734314591;1873209979;3;0,619004;2000;70
42853;1873209979;4734314591;3;0,619004;2000;70
42854;2813561060;1873210120;3;0,265127;2000;70
42855;1873210120;2813561060;3;0,265127;2000;70
42856;9801802372;1873210120;3;0,211418;2000;70
42857;1873210120;9801802372;3;0,211418;2000;70
42858;2715282420;1873272073;3;0,311406;2000;70
42859;1873272073;2715282420;3;0,311406;2000;70
42860;1877408981;1877408839;3;0,005821;2000;70
42861;1877408839;1877408981;3;0,005821;2000;70
42862;1877422666;1877422461;3;0,391308;2000;70
42863;1877422461;1877422666;3;0,391308;2000;70
42864;2067169747;1877422550;3;0,325183;2000;70
42865;1877422550;2067169747;3;0,325183;2000;70
42866;2067170102;1877422550;3;0,79223;2000;70
42867;1877422550;2067170102;3;0,79223;2000;70
42868;1877422775;1877422564;3;0,228726;2000;70
42869;1877422564;1877422775;3;0,228726;2000;70
42870;1877422666;1877422564;3;0,342613;2000;70
42871;1877422564;1877422666;3;0,342613;2000;70
42872;2067168959;1877422609;3;0,803781;2000;70
42873;1877422609;2067168959;3;0,803781;2000;70
42874;8669829872;1877422609;3;1,387799;2000;70
42875;1877422609;8669829872;3;1,387799;2000;70
42876;1877422648;1877422609;3;0,059733;2000;70
42877;1877422609;1877422648;3;0,059733;2000;70
42878;2067169746;1877422648;3;1,037893;2000;70
42879;1877422648;2067169746;3;1,037893;2000;70
42880;3721039436;1877422715;3;0,054141;2000;70
42881;1877422715;3721039436;3;0,054141;2000;70
42882;1877422748;1877422715;3;0,089288;2000;70
42883;1877422715;1877422748;3;0,089288;2000;70
42884;1877422775;1877422715;3;0,159682;2000;70
42885;1877422715;1877422775;3;0,159682;2000;70
42886;2067170102;1877422748;3;0,079376;2000;70
42887;1877422748;2067170102;3;0,079376;2000;70
42888;1877444971;1877445125;3;0,01413;2000;70
42889;8248566251;1877444971;3;0,012523;2000;70
42890;3505309521;1877445077;3;0,187476;2000;70
42891;1877445077;3505309521;3;0,187476;2000;70
42892;1877445125;8248566251;3;0,027398;2000;70
42893;9908224622;1877445206;3;0,262804;2000;70
42894;1877445206;9908224622;3;0,262804;2000;70
42895;9908224621;1877445206;3;0,205008;2000;70
42896;1877445206;9908224621;3;0,205008;2000;70
42897;9908246345;1877445232;3;0,475155;2000;70
42898;1877445232;9908246345;3;0,475155;2000;70
42899;1892793613;1892793609;3;0,442992;2000;70
42900;1892793609;1892793613;3;0,442992;2000;70
42901;8252909898;1892793609;3;0,08659;2000;70
42902;1892793609;8252909898;3;0,08659;2000;70
42903;1892793617;1892793613;3;0,405392;2000;70
42904;1892793613;1892793617;3;0,405392;2000;70
42905;2164010392;1892793617;3;0,283311;3000;70
42906;1892793617;2164010392;3;0,283311;3000;70
42907;3867699322;1892793627;3;0,005187;2000;70
42908;1892793627;3867699322;3;0,005187;2000;70
42909;3867699322;1892793645;3;0,407607;2000;70
42910;1892793645;3867699322;3;0,407607;2000;70
42911;2994856699;1905734822;3;0,038067;2000;70
42912;1905734822;2994856699;3;0,038067;2000;70
42913;1905734825;1905734822;3;0,046127;2000;70
42914;1905734822;1905734825;3;0,046127;2000;70
42915;1905734823;8151670039;3;0,054216;2000;70
42916;1905734867;1905734823;3;0,015477;2000;70
42917;1905734823;1905734867;3;0,015477;2000;70
42918;1905734825;1905734823;3;0,048665;2000;70
42919;1905734824;1905734825;3;0,049851;2000;70
42920;8151670039;1905734824;3;0,052301;2000;70
42921;1947743108;1947743095;3;0,175445;3000;70
42922;1947743095;1947743108;3;0,175445;3000;70
42923;2643088662;1947743095;3;0,190801;3000;70
42924;1947743095;2643088662;3;0,190801;3000;70
42925;1949096324;1947743108;3;0,028548;3000;70
42926;1947743112;1949096320;3;0,042001;2000;70
42927;1947743226;1947743169;3;1,900669;2000;70
42928;1947743169;1947743226;3;1,900669;2000;70
42929;2168396637;1947743169;3;0,535397;2000;70
42930;1947743169;2168396637;3;0,535397;2000;70
42931;2168348731;1947743195;3;0,076173;2000;70
42932;1947743195;2168348731;3;0,076173;2000;70
42933;1947743226;1947743195;3;0,152333;2000;70
42934;1947743195;1947743226;3;0,152333;2000;70
42935;1949096318;1949096322;3;0,010215;2000;70
42936;1949096318;1949096324;3;0,014636;3000;70
42937;1949096320;1949096322;3;0,005298;2000;70
42938;1949096322;1949096324;3;0,007487;2000;70
42939;2168393273;1957554585;3;0,937782;2000;70
42940;1957554585;2168393273;3;0,937782;2000;70
42941;2813563497;1957554585;3;0,165741;2000;70
42942;1957554585;2813563497;3;0,165741;2000;70
42943;9963660595;1957554618;3;0,19448;3000;70
42944;1957554618;9963660595;3;0,19448;3000;70
42945;1957554646;1957554618;3;1,265775;2000;70
42946;1957554618;1957554646;3;1,265775;2000;70
42947;2813560775;1957554646;3;0,109854;2000;70
42948;1957554646;2813560775;3;0,109854;2000;70
42949;2813560743;1957554646;3;0,821116;2000;70
42950;1957554646;2813560743;3;0,821116;2000;70
42951;2813556099;1957554653;3;0,123457;2000;70
42952;1957554653;2813556099;3;0,123457;2000;70
42953;2813537847;1957554653;3;0,532411;2000;70
42954;1957554653;2813537847;3;0,532411;2000;70
42955;2813531865;1957554653;3;0,468711;2000;70
42956;1957554653;2813531865;3;0,468711;2000;70
42957;2464382743;1957554659;3;0,004717;2000;70
42958;1957554659;2464382743;3;0,004717;2000;70
42959;2813563497;1957554659;3;1,769062;2000;70
42960;1957554659;2813563497;3;1,769062;2000;70
42961;2813531865;1957554679;3;0,2342;2000;70
42962;1957554679;2813531865;3;0,2342;2000;70
42963;2168393273;1957554679;3;0,078548;2000;70
42964;1957554679;2168393273;3;0,078548;2000;70
42965;1962486643;1962477769;3;0,090865;2000;70
42966;1962477769;1962486643;3;0,090865;2000;70
42967;1962486654;1962486640;3;0,079933;2000;70
42968;1962486640;1962486654;3;0,079933;2000;70
42969;1962486689;1962486640;3;0,238622;2000;70
42970;1962486640;1962486689;3;0,238622;2000;70
42971;7620938258;1962486643;3;0,103995;2000;70
42972;1962486643;7620938258;3;0,103995;2000;70
42973;3941895718;1962486654;3;0,031302;3000;70
42974;1962486654;3941895718;3;0,031302;3000;70
42975;1962507025;1962486654;3;0,191642;3000;70
42976;1962486654;1962507025;3;0,191642;3000;70
42977;7620938258;1962486689;3;0,122785;2000;70
42978;1962486689;7620938258;3;0,122785;2000;70
42979;9177202699;1962492369;3;0,381567;2000;70
42980;1962492369;9177202699;3;0,381567;2000;70
42981;9177225070;1962492383;3;0,530604;2000;70
42982;1962492383;9177225070;3;0,530604;2000;70
42983;1962506864;1962506854;3;0,118323;3000;70
42984;1962506854;1962506864;3;0,118323;3000;70
42985;1962506940;1962506864;3;0,122907;2000;70
42986;1962506864;1962506940;3;0,122907;2000;70
42987;1962507025;1962506924;3;0,174295;3000;70
42988;1962506924;1962507025;3;0,174295;3000;70
42989;1962506994;1962506924;3;0,21589;3000;70
42990;1962506924;1962506994;3;0,21589;3000;70
42991;2299963970;1962506940;3;0,480312;2000;70
42992;1962506940;2299963970;3;0,480312;2000;70
42993;7799362518;1962507039;3;0,116577;3000;70
42994;1962507039;7799362518;3;0,116577;3000;70
42995;1968938888;1968938460;3;0,361471;2000;70
42996;1968938460;1968938888;3;0,361471;2000;70
42997;2006158211;2006158049;3;0,892393;2000;70
42998;2006158049;2006158211;3;0,892393;2000;70
42999;2007777829;2006158111;3;0,022892;2000;70
43000;2006158111;2007777829;3;0,022892;2000;70
43001;7049650606;2007177102;3;0,829093;2000;70
43002;2007177102;7049650606;3;0,829093;2000;70
43003;7051190617;2007955167;3;0,391289;2000;70
43004;2007955167;7051190617;3;0,391289;2000;70
43005;2012552797;2010535578;3;1,016839;2000;70
43006;2010535578;2012552797;3;1,016839;2000;70
43007;2010535634;2010535578;3;0,329669;2000;70
43008;2010535578;2010535634;3;0,329669;2000;70
43009;2012492496;2010535644;3;0,404718;2000;70
43010;2010535644;2012492496;3;0,404718;2000;70
43011;2010818477;2010818444;3;0,300825;2000;70
43012;2010818444;2010818477;3;0,300825;2000;70
43013;2010818487;2010818477;3;0,113942;2000;70
43014;2010818477;2010818487;3;0,113942;2000;70
43015;2010818514;2010818487;3;0,289615;2000;70
43016;2010818487;2010818514;3;0,289615;2000;70
43017;2010818643;2010818514;3;1,02788;2000;70
43018;2010818514;2010818643;3;1,02788;2000;70
43019;2010818693;2010818643;3;0,970425;2000;70
43020;2010818643;2010818693;3;0,970425;2000;70
43021;2010818729;2010818693;3;0,410631;2000;70
43022;2010818693;2010818729;3;0,410631;2000;70
43023;2010818784;2010818729;3;0,447881;2000;70
43024;2010818729;2010818784;3;0,447881;2000;70
43025;2022701908;2010818729;3;1,174181;2000;70
43026;2010818729;2022701908;3;1,174181;2000;70
43027;2332779364;2010818781;3;0,491605;2000;70
43028;2010818781;2332779364;3;0,491605;2000;70
43029;2332756546;2010818781;3;0,780395;2000;70
43030;2010818781;2332756546;3;0,780395;2000;70
43031;2163578516;2010818784;3;0,666108;3000;70
43032;2010818784;2163578516;3;0,666108;3000;70
43033;2163602470;2010818860;3;1,579057;2000;70
43034;2010818860;2163602470;3;1,579057;2000;70
43035;2012552797;2012552795;3;0,004998;2000;70
43036;2012552795;2012552797;3;0,004998;2000;70
43037;3456170233;2012552795;3;0,261409;2000;70
43038;2012552795;3456170233;3;0,261409;2000;70
43039;2013603217;2013603209;3;0,947767;2000;70
43040;2013603209;2013603217;3;0,947767;2000;70
43041;2013603221;2013603217;3;0,19487;2000;70
43042;2013603217;2013603221;3;0,19487;2000;70
43043;2013603232;2013603221;3;0,831837;2000;70
43044;2013603221;2013603232;3;0,831837;2000;70
43045;2696141096;2013603232;3;0,472849;2000;70
43046;2013603232;2696141096;3;0,472849;2000;70
43047;2013603256;2013603255;3;0,055405;2000;70
43048;2013603255;2013603256;3;0,055405;2000;70
43049;2696141095;2013603255;3;0,285598;2000;70
43050;2013603255;2696141095;3;0,285598;2000;70
43051;2696141101;2013603256;3;0,170351;2000;70
43052;2013603256;2696141101;3;0,170351;2000;70
43053;3992267117;2013613611;3;0,574226;2000;70
43054;2013613611;3992267117;3;0,574226;2000;70
43055;2013613617;2013613626;3;0,007418;2000;70
43056;2013613631;2013613617;3;0,008234;2000;70
43057;3992267126;2013613626;3;0,590011;2000;70
43058;2013613626;3992267126;3;0,590011;2000;70
43059;4510480739;2013613631;3;0,31249;2000;70
43060;2013613631;4510480739;3;0,31249;2000;70
43061;2162478493;2021361204;3;0,012932;3000;70
43062;2021361204;2162478493;3;0,012932;3000;70
43063;2162478489;2021361204;3;0,133197;3000;70
43064;2021361204;2162478489;3;0,133197;3000;70
43065;3324072400;2021659763;3;0,418813;2000;70
43066;2021659763;3324072400;3;0,418813;2000;70
43067;2022701840;2022701819;3;0,102708;2000;70
43068;2022701819;2022701840;3;0,102708;2000;70
43069;2022701908;2022701819;3;0,184533;2000;70
43070;2022701819;2022701908;3;0,184533;2000;70
43071;2022701842;2022701840;3;0,408548;2000;70
43072;2022701840;2022701842;3;0,408548;2000;70
43073;4562353037;2029805090;3;2,215127;2000;70
43074;2029805090;4562353037;3;2,215127;2000;70
43075;2067167077;2067166553;3;0,959732;2000;70
43076;2067166553;2067167077;3;0,959732;2000;70
43077;2067168324;2067167077;3;1,720586;2000;70
43078;2067167077;2067168324;3;1,720586;2000;70
43079;2067167244;2067167195;3;0,133088;2000;70
43080;2067167195;2067167244;3;0,133088;2000;70
43081;7922188020;2067167244;3;0,108586;2000;70
43082;2067167244;7922188020;3;0,108586;2000;70
43083;7922252100;2067167244;3;0,194746;2000;70
43084;2067167244;7922252100;3;0,194746;2000;70
43085;2067167349;2067167345;3;0,01434;2000;70
43086;2067167345;2067167349;3;0,01434;2000;70
43087;7922252100;2067167345;3;0,026654;2000;70
43088;2067167345;7922252100;3;0,026654;2000;70
43089;2067167774;2067167349;3;0,691347;2000;70
43090;2067167349;2067167774;3;0,691347;2000;70
43091;7922188020;2067167362;3;0,178158;2000;70
43092;2067167362;7922188020;3;0,178158;2000;70
43093;8669829872;2067167362;3;0,382982;2000;70
43094;2067167362;8669829872;3;0,382982;2000;70
43095;2067168042;2067167774;3;0,426815;2000;70
43096;2067167774;2067168042;3;0,426815;2000;70
43097;2067168437;2067168042;3;0,517708;2000;70
43098;2067168042;2067168437;3;0,517708;2000;70
43099;2067169156;2067168324;3;0,953017;2000;70
43100;2067168324;2067169156;3;0,953017;2000;70
43101;2067168769;2067168437;3;0,421666;2000;70
43102;2067168437;2067168769;3;0,421666;2000;70
43103;2067169273;2067168769;3;0,751538;2000;70
43104;2067168769;2067169273;3;0,751538;2000;70
43105;2067169126;2067168777;3;0,87465;2000;70
43106;2067168777;2067169126;3;0,87465;2000;70
43107;2067168959;2067168777;3;0,705363;2000;70
43108;2067168777;2067168959;3;0,705363;2000;70
43109;2067169273;2067169156;3;1,587038;2000;70
43110;2067169156;2067169273;3;1,587038;2000;70
43111;2067169312;2067169156;3;0,148137;2000;70
43112;2067169156;2067169312;3;0,148137;2000;70
43113;2067170041;2067169312;3;1,173929;2000;70
43114;2067169312;2067170041;3;1,173929;2000;70
43115;2067169747;2067169746;3;0,000774;2000;70
43116;2067169746;2067169747;3;0,000774;2000;70
43117;2067170368;2067170041;3;0,966054;2000;70
43118;2067170041;2067170368;3;0,966054;2000;70
43119;3716583934;2067170368;3;0,545521;2000;70
43120;2067170368;3716583934;3;0,545521;2000;70
43121;4734314568;2105759511;3;0,517686;3000;70
43122;2105759511;4734314568;3;0,517686;3000;70
43123;2105759520;2105759511;3;0,251939;2000;70
43124;2105759511;2105759520;3;0,251939;2000;70
43125;2105767580;2105759516;3;1,134112;2000;70
43126;2105759516;2105767580;3;1,134112;2000;70
43127;2137552176;2105759516;3;0,71816;2000;70
43128;2105759516;2137552176;3;0,71816;2000;70
43129;2105767580;2105759520;3;0,314896;2000;70
43130;2105759520;2105767580;3;0,314896;2000;70
43131;9963644475;2105766036;3;1,422413;3000;70
43132;2105766036;9963644475;3;1,422413;3000;70
43133;9963663274;2137552176;3;0,49958;2000;70
43134;2137552176;9963663274;3;0,49958;2000;70
43135;2168546444;2146363371;3;0,082983;2000;70
43136;2146363371;2168546444;3;0,082983;2000;70
43137;2168546434;2146363371;3;0,313293;2000;70
43138;2146363371;2168546434;3;0,313293;2000;70
43139;7051249548;2146365409;3;0,374701;2000;70
43140;2146365409;7051249548;3;0,374701;2000;70
43141;7051249553;2146365409;3;0,231476;2000;70
43142;2146365409;7051249553;3;0,231476;2000;70
43143;3329112326;2146367580;3;0,225883;2000;70
43144;2146367580;3329112326;3;0,225883;2000;70
43145;5960690601;2146367580;3;0,164971;2000;70
43146;2146367580;5960690601;3;0,164971;2000;70
43147;3318550655;2146367586;3;0,16604;2000;70
43148;2146367586;3318550655;3;0,16604;2000;70
43149;2163602437;2163602434;3;0,086908;3000;70
43150;2163602434;2163602437;3;0,086908;3000;70
43151;2163621408;2163602437;3;0,647578;3000;70
43152;2163602437;2163621408;3;0,647578;3000;70
43153;2163621408;2163602472;3;0,001721;3000;70
43154;2163602472;2163621408;3;0,001721;3000;70
43155;2332756546;2163621395;3;0,332526;2000;70
43156;2163621395;2332756546;3;0,332526;2000;70
43157;2163621477;2163621395;3;1,25929;2000;70
43158;2163621395;2163621477;3;1,25929;2000;70
43159;2168534731;2163621508;3;1,228826;2000;70
43160;2163621508;2168534731;3;1,228826;2000;70
43161;2163621512;2163621508;3;0,616803;2000;70
43162;2163621508;2163621512;3;0,616803;2000;70
43163;2163621527;2163621512;3;0,196174;2000;70
43164;2163621512;2163621527;3;0,196174;2000;70
43165;2163621561;2163621527;3;0,26924;2000;70
43166;2163621527;2163621561;3;0,26924;2000;70
43167;2163901358;2163901297;3;0,199061;2000;70
43168;2163901297;2163901358;3;0,199061;2000;70
43169;2163901442;2163901358;3;0,203265;2000;70
43170;2163901358;2163901442;3;0,203265;2000;70
43171;2164010409;2164010392;3;0,456351;3000;70
43172;2164010392;2164010409;3;0,456351;3000;70
43173;2297533395;2164153562;3;0,006474;3000;70
43174;2164153562;2297533395;3;0,006474;3000;70
43175;2164389813;2164153562;3;1,035497;3000;70
43176;2164153562;2164389813;3;1,035497;3000;70
43177;2168815238;2164423268;3;0,08291;2000;70
43178;2164423268;2168815238;3;0,08291;2000;70
43179;9878416509;2164423268;3;0,241626;2000;70
43180;2164423268;9878416509;3;0,241626;2000;70
43181;9801802356;2168348670;3;0,127821;2000;70
43182;2168348670;9801802356;3;0,127821;2000;70
43183;9801802372;2168348670;3;0,232707;2000;70
43184;2168348670;9801802372;3;0,232707;2000;70
43185;2168348671;3505309414;3;0,010411;2000;70
43186;2168348692;2168348671;3;0,622202;2000;70
43187;2168348671;2168348692;3;0,622202;2000;70
43188;2168348697;2168348692;3;0,117895;2000;70
43189;2168348692;2168348697;3;0,117895;2000;70
43190;2775181635;2168348697;3;1,056394;2000;70
43191;2168348697;2775181635;3;1,056394;2000;70
43192;6241349203;2168348706;3;0,841971;2000;70
43193;2168348706;6241349203;3;0,841971;2000;70
43194;2168348710;2168348706;3;0,128664;2000;70
43195;2168348706;2168348710;3;0,128664;2000;70
43196;2168348717;2168348710;3;0,339157;2000;70
43197;2168348710;2168348717;3;0,339157;2000;70
43198;2168348731;2168348717;3;0,233279;2000;70
43199;2168348717;2168348731;3;0,233279;2000;70
43200;2775181635;2168348724;3;0,286939;2000;70
43201;2168348724;2775181635;3;0,286939;2000;70
43202;2168348731;2168348724;3;0,097228;2000;70
43203;2168348724;2168348731;3;0,097228;2000;70
43204;3774594563;2168363295;3;0,289809;2000;70
43205;2168363295;3774594563;3;0,289809;2000;70
43206;2715289140;2168363349;3;1,123966;2000;70
43207;2168363349;2715289140;3;1,123966;2000;70
43208;5325400882;2168371870;3;0,596257;2000;70
43209;2168371870;5325400882;3;0,596257;2000;70
43210;2632767494;2168371870;3;0,791103;2000;70
43211;2168371870;2632767494;3;0,791103;2000;70
43212;2813560702;2168393273;3;0,331963;2000;70
43213;2168393273;2813560702;3;0,331963;2000;70
43214;4734315962;2168396617;3;0,043934;2000;70
43215;2168396617;4734315962;3;0,043934;2000;70
43216;2168396637;2168396617;3;0,362298;2000;70
43217;2168396617;2168396637;3;0,362298;2000;70
43218;4734315959;2168396637;3;0,918825;2000;70
43219;2168396637;4734315959;3;0,918825;2000;70
43220;2295890172;2168447797;3;0,035285;2000;70
43221;2168447797;2295890172;3;0,035285;2000;70
43222;2295872234;2168447797;3;0,205972;2000;70
43223;2168447797;2295872234;3;0,205972;2000;70
43224;2168447819;2168447797;3;0,34742;2000;70
43225;2168447797;2168447819;3;0,34742;2000;70
43226;2296070701;2168447842;3;0,462686;2000;70
43227;2168447842;2296070701;3;0,462686;2000;70
43228;2362764738;2168482947;3;0,187451;2000;70
43229;2168482947;2362764738;3;0,187451;2000;70
43230;2295881447;2168482980;3;0,885253;2000;70
43231;2168482980;2295881447;3;0,885253;2000;70
43232;2295890166;2168482980;3;0,225876;2000;70
43233;2168482980;2295890166;3;0,225876;2000;70
43234;2295890166;2168482984;3;0,174317;2000;70
43235;2168482984;2295890166;3;0,174317;2000;70
43236;2295890172;2168482984;3;0,182486;2000;70
43237;2168482984;2295890172;3;0,182486;2000;70
43238;2296070701;2168482984;3;0,127237;2000;70
43239;2168482984;2296070701;3;0,127237;2000;70
43240;2168534800;2168534731;3;0,533561;2000;70
43241;2168534731;2168534800;3;0,533561;2000;70
43242;2282986332;2168534835;3;0,527964;2000;70
43243;2168534835;2282986332;3;0,527964;2000;70
43244;3318558491;2168546444;3;0,19227;2000;70
43245;2168546444;3318558491;3;0,19227;2000;70
43246;9878416509;2168638669;3;0,193734;2000;70
43247;2168638669;9878416509;3;0,193734;2000;70
43248;6465136061;2168638719;3;0,469694;3000;70
43249;2168638719;6465136061;3;0,469694;3000;70
43250;2362765099;2168638874;3;0,421191;2000;70
43251;2168638874;2362765099;3;0,421191;2000;70
43252;2168638916;2168638914;3;0,10078;2000;70
43253;2168638914;2168638916;3;0,10078;2000;70
43254;3450633536;2168638914;3;0,919991;2000;70
43255;2168638914;3450633536;3;0,919991;2000;70
43256;2360295233;2168638916;3;0,36191;2000;70
43257;2168638916;2360295233;3;0,36191;2000;70
43258;2362765099;2168680725;3;0,330653;2000;70
43259;2168680725;2362765099;3;0,330653;2000;70
43260;3450633536;2168680725;3;2,044959;2000;70
43261;2168680725;3450633536;3;2,044959;2000;70
43262;2168772539;2168772533;3;1,146062;2000;70
43263;2168772533;2168772539;3;1,146062;2000;70
43264;3772922955;2168772539;3;1,163809;2000;70
43265;2168772539;3772922955;3;1,163809;2000;70
43266;9282810310;2168778196;3;0,409921;2000;70
43267;2168778196;9282810310;3;0,409921;2000;70
43268;2168794228;2168794208;3;1,3859;2000;70
43269;2168794208;2168794228;3;1,3859;2000;70
43270;3772923016;2168794228;3;0,046887;2000;70
43271;2168794228;3772923016;3;0,046887;2000;70
43272;3772923016;2168794243;3;0,628246;2000;70
43273;2168794243;3772923016;3;0,628246;2000;70
43274;2169126183;2168799372;3;1,365618;2000;70
43275;2168799372;2169126183;3;1,365618;2000;70
43276;2169100520;2168799372;3;0,293102;2000;70
43277;2168799372;2169100520;3;0,293102;2000;70
43278;2177347223;2169126172;3;1,107028;2000;70
43279;2169126172;2177347223;3;1,107028;2000;70
43280;2169126183;2169126172;3;0,449218;2000;70
43281;2169126172;2169126183;3;0,449218;2000;70
43282;2176803532;2176803467;3;0,232686;2000;70
43283;2176803467;2176803532;3;0,232686;2000;70
43284;7049643419;2176803720;3;0,6208;2000;70
43285;2176803720;7049643419;3;0,6208;2000;70
43286;7051204381;2176840303;3;0,212834;2000;70
43287;2176840303;7051204381;3;0,212834;2000;70
43288;4556057337;2176840303;3;0,2041;2000;70
43289;2176840303;4556057337;3;0,2041;2000;70
43290;7051204381;2176840316;3;0,006631;2000;70
43291;2176840316;7051204381;3;0,006631;2000;70
43292;2176840496;2176840461;3;0,170048;2000;70
43293;2176840461;2176840496;3;0,170048;2000;70
43294;2176840536;2176840496;3;0,330946;2000;70
43295;2176840496;2176840536;3;0,330946;2000;70
43296;2176840586;2176840536;3;0,63084;2000;70
43297;2176840536;2176840586;3;0,63084;2000;70
43298;2755774675;2176840586;3;0,188688;2000;70
43299;2176840586;2755774675;3;0,188688;2000;70
43300;10876704344;2177347206;3;1,406248;2000;70
43301;2177347206;10876704344;3;1,406248;2000;70
43302;2177347223;2177347206;3;0,247076;2000;70
43303;2177347206;2177347223;3;0,247076;2000;70
43304;10913658404;2177647833;3;0,489795;2000;70
43305;2177647833;10913658404;3;0,489795;2000;70
43306;10913658404;2177647899;3;0,09088;3000;70
43307;2177647899;10913658404;3;0,09088;3000;70
43308;2376461364;2177647946;3;1,165029;2000;70
43309;2177647946;2376461364;3;1,165029;2000;70
43310;2177660388;2177660122;3;1,030573;3000;70
43311;2177660122;2177660388;3;1,030573;3000;70
43312;2177660494;2177660388;3;0,367624;3000;70
43313;2177660388;2177660494;3;0,367624;3000;70
43314;2242282094;2247062038;3;0,026739;2000;70
43315;2247062039;2242282094;3;0,016626;2000;70
43316;2242282104;2247062039;3;0,007839;2000;70
43317;2242282107;2242282104;3;0,015089;2000;70
43318;2242282108;2242282107;3;0,021654;2000;70
43319;2247062038;2242282108;3;0,013709;2000;70
43320;2255223625;2255223631;3;0,126035;3000;70
43321;2255223630;2255223625;3;0,135553;3000;70
43322;2255223630;2255223631;3;0,01199;2000;70
43323;2255223632;2255223630;3;0,009541;2000;70
43324;2255223659;2255223630;3;0,202663;3000;70
43325;2255223631;2255223632;3;0,015159;3000;70
43326;2255223632;2255223659;3;0,198717;3000;70
43327;3310735775;2255223659;3;0,651215;3000;70
43328;2255223659;3310735775;3;0,651215;3000;70
43329;2263128108;2263128106;3;0,005511;2000;70
43330;2263128106;2263128108;3;0,005511;2000;70
43331;2263128209;2263128108;3;0,227842;2000;70
43332;2263128108;2263128209;3;0,227842;2000;70
43333;2266077755;2295837921;3;0,13117;3000;70
43334;2266096093;6465136061;3;0,019923;3000;70
43335;2295930669;2266106831;3;0,031608;2000;70
43336;2813599625;2266106833;3;0,657154;2000;70
43337;2266106833;2813599625;3;0,657154;2000;70
43338;2266106833;2295930669;3;0,02942;2000;70
43339;2295821831;2295821829;3;0,004939;2000;70
43340;2295821829;2295821831;3;0,004939;2000;70
43341;2297123243;2295821831;3;0,088513;2000;70
43342;2295821831;2297123243;3;0,088513;2000;70
43343;2295837951;2295821871;3;0,501146;2000;70
43344;2295821871;2295837951;3;0,501146;2000;70
